id,overall_status,study_type,phase,sponsors,sponsors_class,start_date,completion_date,primary_completion_date,primary_purpose,enrollment,condition,location_countries,gender,age,intervention,primary_outcome,title
NCT04325893,Terminated,Interventional,Phase 3,"University Hospital, Angers",Other,1-Apr-20,18-Jun-20,18-Jun-20,TREATMENT,259,CORONAVIRUS,FRANCE,ALL,"18 Years and older   (Adult, Older Adult)",HYDROXYCHLOROQUINE,"NUMBER OF DEATH FROM ANY CAUSE, OR THE NEED FOR INTUBATION AND MECHANICAL VENTILATION DURING THE 14 DAYS FOLLOWING INCLUSION AND START OF TREATMENT.","Hydroxychloroquine Versus Placebo in Patients Presenting COVID-19 Infection and at Risk of Secondary Complication: a Prospective, Multicentre, Randomised, Double-blind Study"
NCT04325906,Recruiting,Interventional,Not Applicable,Rush University Medical Center,Other,2-Apr-20,30-Jun-21,30-Mar-21,TREATMENT,346,PRONE POSITIONING,UNITED STATES,ALL,"18 Years and older   (Adult, Older Adult)",HIGH FLOW NASAL CANNULA (HFNC),TREATMENT FAILURE,Early Prone Positioning Combined With High-Flow Nasal Cannula Versus High-Flow Nasal Cannula in COVID-19 Induced Moderate to Severe ARDS
NCT04325919,Recruiting,Observational,,Chinese University of Hong Kong,Other,24-Feb-20,17-Jun-21,28-Feb-21,CASE-CONTROL,170,CORONAVIRUS INFECTION,HONG KONG,ALL,"18 Years and older   (Adult, Older Adult)",NO INTERVENTION,CLINICAL,"Comprehensive Clinical, Virological, Microbiological, Immunological and Laboratory Monitoring of Patients Hospitalized With Coronavirus Disease 2019 (COVID-19)"
NCT04326036,Recruiting,Interventional,Early Phase 1,"Black Tie Medical, Inc.",Industry,25-Mar-20,31-Dec-21,1-Nov-21,TREATMENT,10,PULMONARY ALVEOLAR PROTEINOSIS,UNITED STATES,ALL,"18 Years to 90 Years   (Adult, Older Adult)",MICROCANNULA HARVEST ADIPOSE DERIVED TISSUE STROMAL VASCULAR FRACTION (TSVF),INCIDENCE OF TREATMENT-EMERGENT ADVERSE EVENTS,Use of cSVF For Residual Lung Damage (COPD/Fibrotic Lung Disease After Symptomatic COVID-19 Infection For Residual Pulmonary Injury or Post-Adult Respiratory Distress Syndrome Following Viral (SARS-Co-2) Infection
NCT04326075,Recruiting,Interventional,Not Applicable,Mario Negri Institute for Pharmacological Research,Other,1-Dec-20,31-May-21,31-Mar-21,TREATMENT,900,CPAP VENTILATION,ITALY,ALL,"18 Years to 70 Years   (Adult, Older Adult)",CPAP TREATMENT,DEATH OR NEED OF INTUBATION,EC-COVID-RCT. Early CPAP in COVID Patients With Respiratory Failure. A Randomized Clinical Trial
NCT04326114,Not yet recruiting,Interventional,Not Applicable,Universidad Complutense de Madrid,Other,26-Jul-20,20-Dec-20,15-Dec-20,PREVENTION,240,"DISEASE, INFECTIOUS",,ALL,"18 Years and older   (Adult, Older Adult)",INSPIRATORY TRAINING DEVICE,COVID-19 DISEASE DIAGNOSIS,Effectiveness and Safety of Respiratory Training Devices in the Prevention and Severity of COVID-19: A Randomized Controlled Clinical Trial
NCT04326309,Recruiting,Observational,,HealthMode Inc.,Industry,25-Mar-20,25-Sep-22,25-Sep-22,COHORT,1000,COVID,UNITED STATES,ALL,"18 Years and older   (Adult, Older Adult)",,DATASET SIZE,Audio Data Collection for Identification and Classification of Coughing
NCT04326387,Recruiting,Observational,,CCTU- Cancer Theme,Other,6-Apr-20,7-Oct-21,7-Apr-21,COHORT,200,ACUTE DISEASE,UNITED KINGDOM,ALL,"16 Years and older   (Child, Adult, Older Adult)",SAMBA II (DIAGNOSTIC FOR THE REAL WORLD),SAMBA COVID-19 POC PCR TEST,Evaluation of Novel Diagnostic Tests for 2019-nCOV
NCT04326426,Enrolling by invitation,Interventional,Phase 3,Vanda Pharmaceuticals,Industry,13-Apr-20,31-Aug-20,1-Aug-20,TREATMENT,300,CORONAVIRUS INFECTION,UNITED STATES,ALL,"18 Years to 90 Years   (Adult, Older Adult)",TRADIPITANT,TIME TO IMPROVEMENT ON A 7-POINT ORDINAL SCALE AS COMPARED TO BASELINE,"ODYSSEY: A Randomized, Double-blind, Placebo-controlled Study to Investigate the Efficacy of Tradipitant in Treating Inflammatory Lung Injury and Improving Clinical Outcomes Associated With Severe or Critical COVID-19 Infection"
NCT04326452,Recruiting,Interventional,Not Applicable,TMC HealthCare,Other,27-Mar-20,27-Mar-21,27-Mar-21,TREATMENT,30,CORONAVIRUS INFECTION,UNITED STATES,ALL,"18 Years and older   (Adult, Older Adult)",BIDIRECTIONAL OXYGENATION MOUTHPIECE,PULSE OXIMETRY LEVEL,The Use of a Bidirectional Oxygenation Valve in the Management of Respiratory Failure Due to COVID-19 Infection
NCT04326725,"Active, not recruiting",Observational,,Istinye University,Other,20-Mar-20,1-Sep-20,1-Jul-20,CASE-CONTROL,80,PNEUMONITIS,TURKEY,ALL,"20 Years to 90 Years   (Adult, Older Adult)",PLAQUENIL 200MG TABLET,PROTECTION AGAINST COVID-19,"Proflaxis for Healthcare Professionals Using Hydroxychloroquine Plus Vitamin Combining Vitamins C, D and Zinc During COVID-19 Pandemia: An Observational Study"
NCT04326790,Recruiting,Interventional,Phase 2,National and Kapodistrian University of Athens,Other,3-Apr-20,30-Sep-20,31-Aug-20,TREATMENT,180,CORONA VIRUS DISEASE 19 (COVID),GIBRALTAR,ALL,"18 Years and older   (Adult, Older Adult)",COLCHICINE,CLINICAL DETERIORATION IN THE SEMIQUANTITATIVE ORDINAL SCALE SUGGESTED BY THE WHO R&D COMMITTEE,The GReek Study in the Effects of Colchicine in Covid-19 cOmplications Prevention
NCT04326920,"Active, not recruiting",Interventional,Phase 4,"University Hospital, Ghent",Other,24-Mar-20,31-Mar-21,31-Jan-21,TREATMENT,80,COVID,BELGIUM,ALL,"18 Years to 80 Years   (Adult, Older Adult)",SARGRAMOSTIM,IMPROVEMENT IN OXYGENATION AT A DOSE OF 250 MCG DAILY DURING 5 DAYS IMPROVES OXYGENATION IN COVID-19 PATIENTS WITH ACUTE HYPOXIC RESPIRATORY FAILURE,"A Prospective, Randomized, Open-label, Interventional Study to Investigate the Efficacy of Sargramostim (Leukine®) in Improving Oxygenation and Short- and Long-term Outcome of COVID-19 (Corona Virus Disease) Patients With Acute Hypoxic Respiratory Failure."
NCT04327180,Recruiting,Observational,,"University Hospital, Lille",Other,30-Mar-20,21-Sep-21,21-Sep-21,COHORT,500,INFECTION VIRAL,FRANCE,ALL,"18 Years and older   (Adult, Older Adult)",,CORRELATION BETWEEN NASAL AND DEEP PCR POSITIVITY FOR COVID-19 PATIENTS PERFORMED AND ALL PREDICTORS FOR COVID-19 PATIENTS PERFORMED WITHIN 24 HOURS OF ADMISSION TO ICU,PCR-COVID-19 Predictors of Positivity in Patients Admitted to ICU for Respiratory Infection: A Prospective Observational Cohort Study
NCT04327206,Recruiting,Interventional,Phase 3,Murdoch Childrens Research Institute,Other,30-Mar-20,30-Mar-22,30-Jun-21,PREVENTION,10078,CORONAVIRUS DISEASE 2019 (COVID),AUSTRALIA,ALL,"18 Years and older   (Adult, Older Adult)",BCG VACCINE,COVID-19 DISEASE INCIDENCE,BCG Vaccination to Reduce the Impact of COVID-19 in Healthcare Workers (BRACE) Trial
NCT04327349,Enrolling by invitation,Interventional,Not Applicable,Mazandaran University of Medical Sciences,Other,28-Mar-20,30-Sep-20,20-May-20,TREATMENT,30,CORONAVIRUS INFECTION,"IRAN, ISLAMIC REPUBLIC OF",ALL,"30 Years to 70 Years   (Adult, Older Adult)",CONVALESCENT PLASMA,MORTALITY CHANGES IN DAY 10,Investigating Effect of Convalescent Plasma on COVID-19 Patients Outcome: A Clinical Trial
NCT04327388,Completed,Interventional,Phase 3,Sanofi,Industry,28-Mar-20,2-Sep-20,30-Jul-20,TREATMENT,420,CORONAVIRUS INFECTION,ARGENTINA,ALL,"18 Years and older   (Adult, Older Adult)",SARILUMAB SAR153191,TIME TO IMPROVEMENT OF 2 POINTS IN CLINICAL STATUS ASSESSMENT FROM BASELINE USING THE 7-POINT ORDINAL SCALE,"An Adaptive Phase 3, Randomized, Double-blind, Placebo-controlled Study Assessing Efficacy and Safety of Sarilumab for Hospitalized Patients With COVID19"
NCT04327401,Terminated,Interventional,Phase 3,Hospital Sirio-Libanes,Other,13-Apr-20,22-Jul-20,22-Jul-20,TREATMENT,299,CORONAVIRUS INFECTION,BRAZIL,ALL,"18 Years and older   (Adult, Older Adult)",DEXAMETHASONE,VENTILATOR-FREE DAYS,"COVID-19-associated ARDS Treated With DEXamethasone: an Open-label, Randomized, Controlled Trial: CoDEX (Alliance Covid-19 Brasil III)"
NCT04327479,Recruiting,Observational [Patient Registry],,"University Hospital, Essen",Other,26-Mar-20,25-Mar-26,25-Mar-26,COHORT,728,CARDIOVASCULAR DISEASES,GERMANY,ALL,"18 Years and older   (Adult, Older Adult)",ASSESSMENT OF CARDIOVASCULAR DISEASES AND CARDIOVASCULAR RISK FACTORS,ALL-CAUSE MORTALITY,Characterization of Cardiovascular Diseases and Risk Factors in Patients With Suspected SARS-CoV2/Covid-19 Infection
NCT04327505,Recruiting,Interventional,Phase 2/Phase 3,Karolinska Institutet,Other,3-Jun-20,31-Dec-22,31-Dec-21,TREATMENT,200,SARS (SEVERE ACUTE RESPIRATORY SYNDROME),GERMANY,ALL,"18 Years to 90 Years   (Adult, Older Adult)",HYPERBARIC OXYGEN,ICU ADMISSION,"A Randomized, Controlled, Open Label, Multicentre Clinical Trial to Explore Safety and Efficacy of Hyperbaric Oxygen for Preventing ICU Admission, Morbidity and Mortality in Adult Patients With COVID-19"
NCT04327531,Completed,Observational,,Kanuni Sultan Suleyman Training and Research Hospital,Other,26-Mar-20,28-May-20,22-May-20,ECOLOGIC OR COMMUNITY,200,COVID,TURKEY,ALL,25 Years to 55 Years   (Adult),TURKISH PHYSICIANS,EVALUATION OF COVID-19 KNOWLEDGE LEVEL OF TURKISH PHYSICIANS,"Evaluation of Covid 19 Knowledge Anxiety and Expectation Levels of Turkish Physicians, Survey Study"
NCT04327570,Recruiting,Observational [Patient Registry],,Universitaire Ziekenhuizen Leuven,Other,27-Mar-20,30-Sep-20,30-Sep-20,OTHER,100,CORONAVIRUS INFECTION,BELGIUM,ALL,"18 Years and older   (Adult, Older Adult)",PATIENT SAMPLING,CLINICAL FEATURES,In-depth Characterisation of the Dynamic Host Immune Response to Coronavirus SARS-CoV-2
NCT04327674,Recruiting,Observational [Patient Registry],,University of Aarhus,Other,14-Mar-20,15-May-20,15-May-20,COHORT,375,COVID,DENMARK,ALL,"18 Years and older   (Adult, Older Adult)",,FLUS FINDINGS AND RESPIRATORY FAILURE,The Use of Focused Lung Ultrasound in Patients Suspected of COVID-19
NCT04327804,Recruiting,Observational,,Dr. Deneen Vojta,Industry,25-Mar-20,10-Apr-20,3-Apr-20,CASE-ONLY,120,SARS-COV INFECTION,UNITED STATES,ALL,"Child, Adult, Older Adult",ODD/EVEN BIRTH YEAR INTERVENTION GROUPS,DETECTION OF SARS-COV-2 VIRUS,A Longitudinal Study of COVID-19 Positive Patients Testing Nasal Swabs and Collecting Blood Samples for Research
NCT04328012,Recruiting,Interventional,Phase 2/Phase 3,Bassett Healthcare,Other,6-Apr-20,1-Aug-21,1-Jun-21,TREATMENT,100,SARS-COV2 INFECTION,UNITED STATES,ALL,"18 Years and older   (Adult, Older Adult)",LOSARTAN,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES COVID-19 ORDINAL SEVERITY SCALE (NCOSS),Comparison Of Therapeutics for Hospitalized Patients Infected With SARS-CoV-2 In a Pragmatic aDaptive randoMizED Clinical Trial During the COVID-19 Pandemic (COVID MED Trial)
NCT04328129,Recruiting,Interventional,Not Applicable,Institut Pasteur,Industry,23-Mar-20,23-Mar-22,23-Mar-22,SCREENING,1300,CORONAVIRUS INFECTION,FRENCH GUIANA,ALL,"Child, Adult, Older Adult",HUMAN BIOLOGICAL SAMPLES,EVALUATION OF THE EXTENT OF THE VIRUS TRANSMISSION WITHIN HOUSEHOLDS,Household Transmission Investigation Study for Coronavirus Disease 2019 (COVID-19) in Tropical Regions
NCT04328272,Not yet recruiting,Interventional,Phase 3,Prof. Dr. Umar Farooq,Other,28-Mar-20,28-Jun-20,28-May-20,TREATMENT,75,COVID,PAKISTAN,ALL,18 Years to 50 Years   (Adult),HYDROXYCHLOROQUINE 200 MG ORAL TABLET,NATIONAL EARLY WARNING SCORE EQUAL TO ZERO,Effectiveness of Hydroxychloroquine in Covid-19 Patients: A Single Centred Single-blind RCT Study
NCT04328285,"Active, not recruiting",Interventional,Phase 3,Centre Hospitalier Universitaire de Saint Etienne,Other,14-Apr-20,30-Mar-21,30-Mar-21,PREVENTION,1200,COVID,FRANCE,ALL,"18 Years and older   (Adult, Older Adult)",HYDROXYCHLOROQUINE,OCCURRENCE OF AN SYMPTOMATIC OR ASYMPTOMATIC SARS-COV-2 INFECTION AMONG HEALTHCARE WORKERS (HCWS),Chemoprophylaxis of SARS-CoV-2 Infection (COVID-19) in Exposed Healthcare Workers : A Randomized Double-blind Placebo-controlled Clinical Trial
NCT04328441,"Active, not recruiting",Interventional,Phase 3,UMC Utrecht,Other,25-Mar-20,30-Apr-21,31-Mar-21,PREVENTION,1500,COVID,NETHERLANDS,ALL,"18 Years and older   (Adult, Older Adult)",BCG VACCINE,HEALTH CARE WORKERS ABSENTEEISM,"Reducing Health Care Workers Absenteeism in COVID-19 Pandemic by Enhanced Trained Immune Responses Through Bacillus Calmette-Guérin Vaccination, a Randomized Controlled Trial."
NCT04328454,Recruiting,Observational,,Shanghai 10th People's Hospital,Other,30-Jan-20,15-Apr-20,2-Apr-20,COHORT,120,CORONAVIRUS,CHINA,ALL,"18 Years and older   (Adult, Older Adult)",RETROSPECTIVE ANALYSIS,TIME TO NEGATIVE CONVERSION OF SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2,Clinical Characteristics and Prognostic Factors of Patients With COVID-19 in Chibi Hospital of Hubei Province
NCT04328467,"Active, not recruiting",Interventional,Phase 3,University of Minnesota,Other,6-Apr-20,20-Aug-21,20-Aug-21,TREATMENT,1500,COVID,UNITED STATES,ALL,"18 Years and older   (Adult, Older Adult)",HYDROXYCHLOROQUINE,COVID-19-FREE SURVIVAL,Pre-exposure Prophylaxis for SARS-Coronavirus-2: A Pragmatic Randomized Clinical Trial
NCT04328480,Recruiting,Interventional,Phase 3,Estudios Clínicos Latino América,Other,17-Apr-20,30-Mar-21,30-Mar-21,TREATMENT,1200,COVID,ARGENTINA,ALL,"18 Years and older   (Adult, Older Adult)",COLCHICINE,COMPOSITE OUTCOME: NEW REQUIREMENT FOR MECHANICAL VENTILATION OR DEATH,The ECLA PHRI COLCOVID Trial
NCT04328493,Recruiting,Interventional,Phase 2,"Oxford University Clinical Research Unit, Vietnam",Other,7-Apr-20,1-Apr-22,1-Apr-21,TREATMENT,250,SARS-COV2 INFECTION,VIETNAM,ALL,"18 Years and older   (Adult, Older Adult)",CHLOROQUINE PHOSPHATE,VIRAL CLEARANCE TIME,A Multi Center Randomized Open Label Trial on the Safety and Efficacy of Chloroquine for the Treatment of Hospitalized Adults With Laboratory Confirmed SARS-CoV-2 Infection in Vietnam
NCT04328961,Completed,Interventional,Phase 2/Phase 3,University of Washington,Other,31-Mar-20,8-Oct-20,24-Sep-20,PREVENTION,829,COVID,UNITED STATES,ALL,"18 Years to 80 Years   (Adult, Older Adult)",HYDROXYCHLOROQUINE SULFATE,POLYMERASE CHAIN REACTION (PCR) CONFIRMED SARS-COV-2 INFECTION,"Efficacy of Hydroxychloroquine for Post-exposure Prophylaxis (PEP) to Prevent Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Infection Among Adults Exposed to Coronavirus Disease (COVID-19): a Blinded, Randomized Study"
NCT04329195,Recruiting,Interventional,Phase 3,Assistance Publique - Hôpitaux de Paris,Other,9-Apr-20,9-Aug-20,9-May-20,TREATMENT,554,HISTORY OF CARDIOVASCULAR DISEASE TREATED WITH RAS BLOCKERS AND WITH SARS-COV2 INFECTION,FRANCE,ALL,"18 Years and older   (Adult, Older Adult)",1: DISCONTINUATION OF RAS BLOCKER THERAPY,"TIME TO CLINICAL IMPROVEMENT FROM DAY 0 TO DAY 28 (IMPROVEMENT OF TWO POINTS ON A SEVEN-CATEGORY ORDINAL SCALE, OR LIVE DISCHARGE FROM THE HOSPITAL, WHICHEVER COMES FIRST)",ACE Inhibitors or ARBs Discontinuation for Clinical Outcome Risk Reduction in Patients Hospitalized for the Endemic Severe Acute Respiratory Syndrome Coronavirus (SARS-CoV-2) Infection: the Randomized ACORES-2 Study
NCT04329507,Recruiting,Observational,,NHS Lothian,Other,25-Mar-20,25-Mar-21,25-Mar-21,COHORT,200,COVID,UNITED KINGDOM,ALL,"18 Years and older   (Adult, Older Adult)",BREATH TEST,"TO PERFORM A STUDY IN PATIENTS WITH CLINICAL FEATURES OF PNEUMONIA/CHEST INFECTION TO IDENTIFY A SIGNATURE OF COVID-19 PNEUMONIA IN PATIENTS EXPOSED TO SARS-COV-2, COMPARED TO UNEXPOSED PATIENTS OR THOSE WITHOUT.",Non-invasive Detection of Pneumonia in Context of Covid-19 Using Gas Chromatography - Ion Mobility Spectrometry (GC-IMS)
NCT04329533,Completed,Interventional,Not Applicable,University of Arizona,Other,13-Apr-20,1-Nov-20,1-Nov-20,SUPPORTIVE CARE,101,PERCEIVED STRESS,UNITED STATES,FEMALE,"18 Years to 99 Years   (Adult, Older Adult)","""CALM"" IS A MINDFULNESS MEDITATION MOBILE APP",PERCEIVED STRESS SCALE,Effects of a Mobile Meditation App on Stress During COVID-19 Pandemic in Outpatient Obstetrics and Gynecology Patients; a Randomized Controlled Trial
NCT04329546,Recruiting,Observational,,"University Hospital, Geneva",Other,27-Mar-20,31-Mar-22,31-Jan-22,COHORT,250,SARS-COV2 VIRAL KINETICS AND HOST IMMUNE RESPONSES,SWITZERLAND,ALL,"Child, Adult, Older Adult",NA (NO INTERVENTION),IMMUNOGENICITY PRIMARY OUTCOME: GEOMETRIC MEAN ANTIBODY CONCENTRATION OF TOTAL IGG ANTIBODIES TO SARS-COV-2 ASSESSED BY ELISA AT 28 DAYS,How Immune Responses Shape Virological and Clinical Characteristics of COVID-19: a Prospective Cohort Study
NCT04329559,Completed,Observational [Patient Registry],,Hepatopancreatobiliary Surgery Institute of Gansu Province,Other,30-Mar-20,10-Feb-21,10-Feb-21,COHORT,21,COVID,CHINA,ALL,"18 Years and older   (Adult, Older Adult)",,ALL-CAUSE MORTALITY OF COVID-19 PATIENTS WITH LIVER CIRRHOSIS,Clinical Characteristics of COVID-19 in Patients With Pre-existing Cirrhosis (COVID-Cirrhosis-CHESS2002): A Multicentre Observational Study
NCT04329572,Suspended,Interventional,Early Phase 1,Azidus Brasil,Industry,23-Apr-20,30-Jun-20,31-May-20,TREATMENT,400,COVID,BRAZIL,ALL,"18 Years and older   (Adult, Older Adult)",HYDROXYCHLOROQUINE SULFATE,"EVOLUTION OF ACUTE RESPIRATORY SYNDROME, OXYGEN SATURATION HEMODYNAMIC STABILITY","Open, Multicentric, Non Randomized, Exploratory Clinical Trial to Assess the Efficacy and Safety of Hydroxychloroquine and Azithromycin for the Treatment of Acute Respiratory Syndrome (COVID-19) Caused by SARS-CoV-2 Virus"
NCT04329611,Terminated,Interventional,Phase 3,Dr. Michael Hill,Other,13-Apr-20,20-Jul-20,20-Jul-20,TREATMENT,148,COVID,CANADA,ALL,"18 Years and older   (Adult, Older Adult)",HYDROXYCHLOROQUINE,"COMPOSITE OF HOSPITALIZATION, INVASIVE MECHANICAL VENTILATION OR DEATH WITHIN 30 DAYS","A Randomized, Double-blind, Placebo-controlled Trial to Assess the Efficacy and Safety of Oral Hydroxychloroquine for the Treatment of SARS-CoV-2 Positive Patients for the Prevention of Severe COVID-19 Disease."
NCT04329650,Recruiting,Interventional,Phase 2,Judit Pich Martínez,Other,15-Apr-20,20-May-20,20-May-20,TREATMENT,200,COVID,SPAIN,ALL,"18 Years and older   (Adult, Older Adult)",SILTUXIMAB,PROPORTION OF PATIENTS REQUIRING ICU ADMISSION AT ANY TIME WITHIN THE STUDY PERIOD.,"Phase 2, Randomized, Open-label Study to Compare Efficacy and Safety of Siltuximab vs. Corticosteroids in Hospitalized Patients With COVID19 Pneumonia"
NCT04329832,"Active, not recruiting",Interventional,Phase 2,"Intermountain Health Care, Inc.",Other,30-Mar-20,31-Dec-21,18-Dec-20,TREATMENT,85,COVID,UNITED STATES,ALL,"18 Years and older   (Adult, Older Adult)",HYDROXYCHLOROQUINE,COVID ORDINAL OUTCOMES SCALE AT 14 DAYS,Hydroxychloroquine vs. Azithromycin for Hospitalized Patients With Suspected or Confirmed COVID-19 (HAHPS): A Prospective Pragmatic Trial
NCT04329897,Completed,Interventional,Not Applicable,University of Iowa,Other,5-Apr-20,1-Jun-20,15-May-20,SUPPORTIVE CARE,90,HIP OSTEOARTHRITIS,UNITED STATES,ALL,"18 Years and older   (Adult, Older Adult)",SOFTWARE MESSAGING,CHANGE IN REPORTED PAIN INTENSITY SCORE (PROMIS PAIN INTENSITY 3A) PATIENT-REPORTED OUTCOMES MEASUREMENT INFORMATION SYSTEM PAIN INTENSITY (PROMIS) 3A SHORT FORM SCORES COLLECTED FROM ALL PARTICIPATING SUBJECTS.,Acceptance and Commitment Therapy Delivered by Automated Software Messaging
NCT04329923,Terminated,Interventional,Phase 2,"Ravi Amaravadi, MD",Other,9-Apr-20,13-Nov-20,11-Nov-20,TREATMENT,173,COVID,UNITED STATES,ALL,"18 Years and older   (Adult, Older Adult)",HYDROXYCHLOROQUINE SULFATE 400 MG TWICE A DAY,TIME TO RELEASE FROM QUARANTINE TIME,The PATCH Trial (Prevention And Treatment of COVID-19 With Hydroxychloroquine)
NCT04330144,Not yet recruiting,Interventional,Phase 3,Gangnam Severance Hospital,Other,1-Apr-20,30-Mar-22,30-Mar-21,PREVENTION,2486,CONTACT PERSON FROM COVID CONFIRMED PATIENT,,ALL,"18 Years to 99 Years   (Adult, Older Adult)",HYDROXYCHLOROQUINE AS POST EXPOSURE PROPHYLAXIS,THE RATE OF COVID-19,A Study of Hydroxychloroquine as Post Exposure Prophylaxis for SARS-CoV-2(HOPE Trial)
NCT04330261,Recruiting,Observational,,University of Calgary,Other,18-Mar-20,17-Mar-22,17-Mar-21,COHORT,12500,COVID,CANADA,ALL,"up to 18 Years   (Child, Adult)",EXPOSURE (NOT INTERVENTION) - SARS-COV-2 INFECTION,CLINICAL CHARACTERISTICS OF CHILDREN WITH SARS-COV-2,Clinical Characteristics and Outcomes of Children Potentially Infected by Severe Acute Respiratory Distress Syndrome (SARS)-CoV-2 Presenting to Pediatric Emergency Departments
NCT04330300,Suspended,Interventional,Phase 4,"National University of Ireland, Galway, Ireland",Other,30-Apr-20,1-Dec-21,31-Jul-21,PREVENTION,2414,HYPERTENSION,IRELAND,ALL,"60 Years and older   (Adult, Older Adult)",THIAZIDE OR THIAZIDE-LIKE DIURETICS,"NUMBER OF COVID-19 POSITIVE PARTICIPANTS WHO DIE, REQUIRE INTUBATION IN ICU, OR REQUIRE HOSPITALIZATION FOR NON-INVASIVE VENTILATION (NIV)",The CORONAvirus Disease 2019 Angiotensin Converting Enzyme Inhibitor/Angiotensin Receptor Blocker InvestigatiON (CORONACION) Randomized Clinical Trial
NCT04330495,Not yet recruiting,Interventional,Phase 4,Instituto de Investigación Marqués de Valdecilla,Other,6-Apr-20,6-Nov-20,6-Nov-20,PREVENTION,800,COVID,,ALL,"18 Years to 75 Years   (Adult, Older Adult)",HIDROXICLOROQUINA,INCIDENCE RATE OF NEW COVID-19 CASES IN BOTH ARMS,"Randomized, Controlled, Double-blind Clinical Trial Comparing the Efficacy and Safety of Chemoprophylaxis With Hydroxychloroquine in Patients Under Biological Treatment and / or JAK Inhibitors in the Prevention of SARS-CoV-2 Infection"
